Date,peakMax,Mean,peakMin
2020-09-07 05:36:26,6.15,3.26,1.51
2020-09-07 05:42:43,6.58,4.21,1.19
2020-09-07 05:42:49,5.47,4.31,1.93
2020-09-07 05:53:54,6.77,4.74,1.66
2020-09-07 05:56:52,6.55,4.43,1.18
2020-09-07 06:00:51,6.49,3.65,1.11
2020-09-07 06:05:23,5.99,3.6,1.08
2020-09-07 06:11:05,6.01,3.58,2.09
2020-09-07 06:11:51,5.59,4.56,2.98
2020-09-07 06:17:21,6.45,4.2,1.76
2020-09-07 06:21:24,6.0,4.04,1.04
2020-09-07 06:24:00,5.97,4.56,2.09
2020-09-07 06:25:35,6.7,3.78,2.17
2020-09-07 06:28:01,6.48,4.81,1.22
2020-09-07 06:28:32,5.16,3.19,2.77
2020-09-07 06:30:11,6.87,3.54,2.65
2020-09-07 06:37:35,5.92,3.1,1.9
2020-09-07 06:42:45,5.06,4.99,2.94
2020-09-07 06:47:22,5.39,3.61,2.55
2020-09-07 06:48:04,5.56,3.53,1.02
2020-09-07 06:51:08,6.04,3.23,2.46
2020-09-07 06:53:04,6.41,4.06,2.73
2020-09-07 06:57:31,5.48,4.35,2.69
2020-09-07 07:08:52,6.61,3.57,1.32
2020-09-07 07:11:00,5.56,4.5,1.03
2020-09-07 07:11:05,6.63,3.95,1.64
2020-09-07 07:32:36,6.25,3.74,2.27
2020-09-07 07:34:33,5.09,4.39,2.96
2020-09-07 07:52:16,6.75,3.69,2.63
2020-09-07 07:56:33,5.5,3.64,1.31
2020-09-07 08:02:54,5.76,3.81,2.66
2020-09-07 08:15:20,6.82,3.61,1.84
2020-09-07 08:15:56,5.08,3.03,2.02
2020-09-07 08:21:04,6.93,4.3,3.0
2020-09-07 08:39:31,6.83,4.52,1.71
2020-09-07 08:47:36,5.16,4.44,2.31
2020-09-07 08:48:04,5.78,4.67,1.38
2020-09-07 08:59:42,5.31,4.87,2.62
2020-09-07 09:05:44,6.62,3.47,2.82
2020-09-07 09:15:26,6.64,4.28,1.04
2020-09-07 09:15:34,6.08,3.45,1.69
2020-09-07 09:21:50,5.06,4.31,2.27
2020-09-07 09:30:15,6.31,4.71,2.64
2020-09-07 09:31:45,6.45,4.58,2.37
2020-09-07 09:34:28,5.12,4.21,1.06
2020-09-07 09:34:59,6.18,3.31,1.12
2020-09-07 09:46:59,6.42,3.73,2.22
2020-09-07 09:58:51,6.83,4.23,1.79
2020-09-07 10:04:32,5.36,4.98,1.41
2020-09-07 10:04:50,6.69,4.97,2.09
2020-09-07 10:10:57,5.79,4.19,1.78
2020-09-07 10:11:28,5.25,3.65,1.24
2020-09-07 10:14:39,6.14,3.01,1.06
2020-09-07 10:17:35,5.18,3.7,2.92
2020-09-07 10:24:58,6.19,4.77,2.07
2020-09-07 10:27:32,5.19,3.55,1.21
2020-09-07 10:30:13,6.33,4.53,2.21
2020-09-07 10:34:34,5.05,3.24,2.72
2020-09-07 10:42:52,5.51,4.35,1.26
2020-09-07 10:44:50,5.82,4.23,2.11
2020-09-07 10:48:34,5.33,3.73,1.79
2020-09-07 10:51:34,5.9,3.29,2.8
2020-09-07 10:53:35,5.7,4.67,2.37
2020-09-07 10:54:06,6.48,3.41,1.16
2020-09-07 10:59:25,6.14,3.25,1.91
2020-09-07 11:00:21,6.1,4.14,2.3
2020-09-07 11:00:43,6.43,4.75,2.22
2020-09-07 11:07:32,5.3,4.67,1.09
2020-09-07 11:19:52,5.56,4.3,1.79
2020-09-07 11:22:21,5.07,4.67,2.81
2020-09-07 11:23:21,6.35,4.52,1.18
2020-09-07 11:27:09,5.61,3.29,2.98
2020-09-07 11:38:32,5.77,4.31,1.54
2020-09-07 11:40:56,5.17,3.01,1.42
2020-09-07 11:45:13,5.41,4.9,2.55
2020-09-07 11:56:04,5.51,3.01,1.22
2020-09-07 11:57:31,5.67,3.04,1.95
2020-09-07 12:06:49,6.54,3.25,2.75
2020-09-07 12:12:02,6.31,4.54,2.25
2020-09-07 12:12:31,5.82,3.64,2.06
2020-09-07 12:13:50,7.0,3.75,1.46
2020-09-07 12:16:35,5.52,4.76,1.99
2020-09-07 12:19:50,6.06,4.86,2.4
2020-09-07 12:31:11,6.9,3.21,1.37
2020-09-07 12:37:22,6.48,3.32,2.6
2020-09-07 12:40:42,5.73,3.82,2.51
2020-09-07 12:46:33,5.04,4.85,2.9
2020-09-07 12:46:46,5.97,3.43,2.2
2020-09-07 12:55:37,6.07,3.88,1.07
2020-09-07 12:55:59,6.13,3.95,1.39
2020-09-07 13:06:17,6.47,3.97,2.81
2020-09-07 13:06:40,5.28,3.29,1.86
2020-09-07 13:26:08,5.04,3.88,2.11
2020-09-07 13:26:40,5.87,4.71,2.62
2020-09-07 13:31:51,5.21,4.57,1.68
2020-09-07 13:31:53,6.74,3.9,1.15
2020-09-07 13:34:10,6.34,3.44,2.17
2020-09-07 13:34:34,5.98,3.61,1.92
2020-09-07 13:38:54,5.04,3.34,1.5
2020-09-07 13:43:44,6.43,4.69,2.15
2020-09-07 13:47:13,6.61,3.6,1.77
2020-09-07 14:00:45,6.12,4.38,2.93
2020-09-07 14:09:35,5.82,3.33,2.67
2020-09-07 14:19:26,6.58,4.48,2.57
2020-09-07 14:20:51,6.92,4.17,1.92
2020-09-07 14:28:02,6.67,3.01,1.38
2020-09-07 14:46:24,6.1,3.28,1.42
2020-09-07 15:18:46,5.66,4.62,2.03
2020-09-07 15:20:33,6.77,3.32,2.54
2020-09-07 15:25:20,5.11,3.19,2.56
2020-09-07 15:32:52,5.57,3.86,2.45
2020-09-07 15:46:38,6.65,4.92,2.74
2020-09-07 15:51:38,5.63,4.89,1.9
2020-09-07 15:54:35,5.19,3.76,2.87
2020-09-07 15:55:33,6.17,4.0,2.66
2020-09-07 16:06:53,5.63,4.84,2.07
2020-09-07 16:12:12,5.01,3.59,1.89
2020-09-07 16:18:01,6.99,4.78,1.74
2020-09-07 16:19:40,6.23,4.1,3.0
2020-09-07 16:25:49,6.42,4.56,1.7
2020-09-07 16:29:08,6.08,3.93,2.34
2020-09-07 16:30:19,5.21,3.57,1.93
2020-09-07 16:35:50,5.61,4.5,1.94
2020-09-07 16:38:10,6.46,4.6,1.51
2020-09-07 16:42:25,6.62,4.23,2.24
2020-09-07 16:49:22,6.02,4.81,2.09
2020-09-07 16:52:31,5.34,4.49,2.89
2020-09-07 16:53:37,5.84,4.25,2.28
2020-09-07 16:53:53,5.21,4.23,2.16
2020-09-07 16:54:31,6.11,3.51,2.98
2020-09-07 16:55:32,5.81,3.27,1.21
2020-09-07 16:58:51,6.74,4.87,2.41
2020-09-07 16:59:37,5.75,4.29,1.3
2020-09-07 17:09:58,6.4,3.77,1.51
2020-09-07 17:10:12,6.71,3.74,1.12
2020-09-07 17:12:13,6.17,4.67,2.5
2020-09-07 17:18:25,6.43,3.59,2.44
2020-09-07 17:20:10,5.28,3.79,2.08
2020-09-07 17:33:05,5.98,3.37,1.76
2020-09-07 17:44:15,6.73,3.21,2.82
2020-09-07 17:49:14,5.66,3.78,2.28
2020-09-07 17:55:40,6.81,3.78,2.53
2020-09-07 17:57:53,5.62,3.33,2.29
2020-09-07 18:08:35,6.85,4.25,2.94
2020-09-07 18:08:58,6.24,4.78,2.94
2020-09-07 18:09:25,5.73,3.15,1.85
2020-09-07 18:10:34,5.4,3.63,2.78
2020-09-07 18:12:08,6.38,3.06,2.89
2020-09-07 18:12:59,5.94,4.61,1.46
2020-09-07 18:14:38,6.47,4.14,2.16
2020-09-07 18:31:01,5.37,4.2,2.61
2020-09-07 18:36:12,6.06,3.03,2.49
2020-09-07 18:39:16,5.18,3.05,2.2
2020-09-07 18:47:14,5.85,3.1,1.53
2020-09-07 18:48:03,6.21,3.8,2.79
2020-09-07 18:56:05,5.79,4.46,2.58
2020-09-07 19:00:05,6.01,3.89,2.79
2020-09-07 19:00:22,6.65,3.5,1.33
2020-09-07 19:02:20,5.12,4.67,2.15
2020-09-07 19:08:01,6.1,4.38,1.55
2020-09-07 19:08:48,6.44,3.93,1.44
2020-09-07 19:20:32,5.3,3.18,1.22
2020-09-07 19:20:36,5.77,4.8,2.72
2020-09-07 19:21:28,6.43,3.13,2.08
2020-09-07 19:29:47,5.29,3.35,1.87
2020-09-07 19:34:40,6.89,4.99,1.87
2020-09-07 19:35:05,5.51,3.93,1.29
2020-09-07 19:35:54,5.04,4.31,1.07
2020-09-07 19:39:48,5.77,3.42,2.11
2020-09-07 19:48:48,5.39,3.05,2.23
2020-09-07 19:49:27,5.55,4.6,2.57
2020-09-07 19:55:51,5.63,3.73,1.21
2020-09-07 20:08:18,6.07,3.82,1.18
2020-09-07 20:09:46,5.74,4.19,2.25
2020-09-07 20:11:13,5.69,3.88,1.14
2020-09-07 20:13:08,6.22,5.0,1.39
2020-09-07 20:25:37,6.44,3.51,1.07
2020-09-07 20:29:26,5.62,4.15,1.07
2020-09-07 20:36:32,5.86,4.86,1.75
2020-09-07 20:57:08,6.16,3.68,2.65
2020-09-07 21:04:50,6.25,4.8,1.25
2020-09-07 21:12:06,6.86,4.43,1.35
2020-09-07 21:12:42,5.59,4.97,2.48
2020-09-07 21:25:59,5.58,3.76,2.73
2020-09-07 21:27:53,6.93,4.1,2.93
2020-09-07 21:36:26,5.82,4.83,1.4
2020-09-07 21:37:05,6.44,3.55,2.29
2020-09-07 21:44:37,5.97,4.02,1.92
2020-09-07 21:50:28,6.17,4.74,2.12
2020-09-07 21:51:08,5.41,3.68,1.18
2020-09-07 21:55:05,5.57,3.66,2.63
2020-09-07 21:59:33,6.77,3.52,2.12
2020-09-07 22:02:36,5.0,3.83,1.2
2020-09-07 22:03:12,6.23,4.6,2.93
2020-09-07 22:11:44,6.51,4.9,2.64
2020-09-07 22:11:53,6.03,4.71,1.35
2020-09-07 22:11:59,6.12,3.23,2.02
2020-09-07 22:18:14,6.37,4.35,2.21
2020-09-07 22:32:27,5.22,3.52,1.07
2020-09-07 22:39:36,5.98,3.63,2.13
2020-09-07 22:58:13,6.07,3.58,2.95
2020-09-07 22:59:21,5.08,4.37,1.56
2020-09-07 23:01:30,6.06,3.65,2.36
2020-09-07 23:15:19,5.64,4.04,2.12
2020-09-07 23:16:59,5.65,4.87,2.01
2020-09-07 23:17:07,5.1,4.64,1.25
2020-09-07 23:21:07,5.01,3.63,2.32
2020-09-07 23:21:14,5.24,3.55,1.43
2020-09-07 23:22:48,6.98,4.93,2.57
2020-09-07 23:37:12,6.49,3.43,2.98
2020-09-07 23:44:42,6.44,4.83,1.16
2020-09-07 23:46:12,5.39,4.77,2.01
2020-09-07 23:58:39,6.07,4.98,1.08
2020-09-07 23:58:41,6.35,3.07,3.0
2020-09-07 23:58:55,6.48,3.18,2.8
2020-09-08 00:04:08,5.52,4.52,1.03
2020-09-08 00:23:31,6.87,4.67,1.27
2020-09-08 00:27:28,5.03,4.59,2.49
2020-09-08 00:31:51,5.16,4.68,1.94
2020-09-08 00:32:59,6.15,4.5,2.65
2020-09-08 00:46:07,5.9,3.4,1.52
2020-09-08 00:47:23,5.77,3.25,1.23
2020-09-08 00:48:14,5.44,4.43,2.44
2020-09-08 00:54:20,5.52,3.61,1.87
2020-09-08 00:56:02,5.41,3.54,2.99
2020-09-08 00:58:14,6.41,3.31,2.76
2020-09-08 01:02:02,5.7,3.32,2.32
2020-09-08 01:04:19,6.64,3.02,2.83
2020-09-08 01:26:28,5.53,4.91,1.67
2020-09-08 01:57:39,5.86,3.13,2.56
2020-09-08 01:58:33,6.25,3.01,1.45
2020-09-08 02:08:20,6.01,3.62,2.26
2020-09-08 02:14:06,6.01,4.97,3.0
2020-09-08 02:14:20,5.88,4.94,2.44
2020-09-08 02:22:51,5.09,3.29,1.95
2020-09-08 02:23:11,6.06,3.67,2.02
2020-09-08 02:30:06,6.62,4.9,1.28
2020-09-08 02:35:35,5.98,3.28,2.52
2020-09-08 02:37:09,5.27,3.65,1.42
2020-09-08 02:45:40,5.7,3.8,2.21
2020-09-08 02:47:21,5.76,4.07,1.07
2020-09-08 02:47:27,5.24,4.22,1.86
2020-09-08 02:49:58,6.07,4.93,2.29
2020-09-08 02:51:25,5.91,4.09,2.06
2020-09-08 02:53:09,5.45,4.09,2.27
2020-09-08 02:58:30,6.32,3.45,1.75
2020-09-08 03:11:39,5.3,3.99,2.15
2020-09-08 03:12:15,5.05,4.48,1.45
2020-09-08 03:16:02,6.31,3.85,2.49
2020-09-08 03:19:15,5.37,3.33,1.21
2020-09-08 03:27:09,6.91,3.36,3.0
2020-09-08 03:33:12,6.03,3.28,2.22
2020-09-08 03:34:06,5.04,3.79,2.38
2020-09-08 03:41:43,6.88,4.43,2.76
2020-09-08 03:52:37,5.06,3.13,2.12
2020-09-08 03:54:56,6.45,4.95,1.13
2020-09-08 03:57:27,5.24,3.89,1.66
2020-09-08 04:06:15,6.64,3.93,1.75
2020-09-08 04:11:01,6.07,3.37,2.99
2020-09-08 04:16:24,6.64,4.63,2.1
2020-09-08 04:21:37,6.35,4.13,2.49
2020-09-08 04:22:17,6.62,3.54,1.11
2020-09-08 04:23:45,6.47,3.31,1.63
2020-09-08 04:25:39,6.85,4.89,2.98
2020-09-08 04:29:24,5.41,4.22,2.86
2020-09-08 04:31:39,6.61,3.61,2.42
2020-09-08 04:31:48,6.36,4.39,2.86
2020-09-08 04:39:25,5.35,3.93,2.17
2020-09-08 04:46:55,6.2,3.33,1.97
2020-09-08 04:52:28,5.56,4.89,1.22
2020-09-08 05:03:41,5.65,3.88,2.33
2020-09-08 05:06:07,5.25,4.11,1.15
2020-09-08 05:06:27,5.09,3.56,1.44
2020-09-08 05:08:18,6.34,4.69,1.65
2020-09-08 05:22:13,5.21,3.82,2.7
2020-09-08 05:22:30,6.04,3.08,1.46
2020-09-08 05:27:11,6.34,3.52,1.05
2020-09-08 05:27:57,5.61,4.45,2.89
2020-09-08 05:28:14,6.29,4.37,2.39
2020-09-08 05:31:07,6.28,3.3,1.87
2020-09-08 05:39:46,6.8,4.65,1.89
2020-09-08 05:44:32,5.96,4.65,2.37
2020-09-08 05:54:03,6.83,4.89,2.08
2020-09-08 05:56:48,6.69,3.77,2.45
2020-09-08 05:57:41,6.15,3.42,1.02
2020-09-08 06:00:10,5.9,3.07,2.65
2020-09-08 06:06:36,6.16,4.9,2.3
2020-09-08 06:09:29,5.07,3.49,2.09
2020-09-08 06:17:14,6.78,4.31,2.29
2020-09-08 06:19:47,6.42,3.12,1.7
2020-09-08 06:25:03,6.8,3.42,2.35
2020-09-08 06:34:38,6.62,3.96,1.55
2020-09-08 06:35:02,5.9,3.32,1.21
2020-09-08 06:39:21,5.45,4.74,2.38
2020-09-08 06:40:44,6.9,4.72,2.7
2020-09-08 06:43:05,6.11,4.03,1.25
2020-09-08 06:52:15,6.74,3.59,2.42
2020-09-08 06:52:59,6.85,3.08,1.83
2020-09-08 07:03:49,6.59,4.41,1.97
2020-09-08 07:06:39,6.27,4.63,2.76
2020-09-08 07:13:02,5.98,3.01,2.73
2020-09-08 07:24:56,5.4,4.21,2.7
2020-09-08 07:26:20,6.75,4.64,1.55
2020-09-08 07:34:50,6.2,3.59,1.07
2020-09-08 07:41:35,6.31,4.01,1.48
2020-09-08 08:02:07,5.46,3.49,2.52
2020-09-08 08:05:10,5.23,3.87,1.81
2020-09-08 08:11:35,6.88,3.82,1.47
2020-09-08 08:13:39,5.16,3.78,1.85
2020-09-08 08:22:35,5.89,3.23,1.05
2020-09-08 08:26:19,5.85,3.94,2.83
2020-09-08 08:28:10,5.45,3.25,1.75
2020-09-08 08:31:09,5.16,3.33,1.39
2020-09-08 08:39:25,6.19,4.35,1.24
2020-09-08 09:06:34,5.72,3.96,2.83
2020-09-08 09:06:36,6.81,3.8,2.39
2020-09-08 09:07:50,6.18,3.49,1.48
2020-09-08 09:19:40,6.63,4.07,2.88
2020-09-08 09:25:37,6.47,3.12,2.71
2020-09-08 09:37:35,5.43,4.88,2.87
2020-09-08 09:49:04,5.1,3.8,1.25
2020-09-08 09:55:01,5.0,3.9,1.92
2020-09-08 09:55:35,6.98,3.22,1.26
2020-09-08 10:05:17,5.87,4.15,1.81
2020-09-08 10:05:53,6.06,4.68,1.13
2020-09-08 10:09:05,5.25,4.25,2.9
2020-09-08 10:09:58,5.91,4.3,1.04
2020-09-08 10:14:46,5.18,3.32,2.64
2020-09-08 10:20:17,6.53,3.05,1.64
2020-09-08 10:33:52,5.66,3.68,2.38
2020-09-08 10:36:29,5.5,3.88,2.96
2020-09-08 10:41:46,6.29,4.05,2.94
2020-09-08 10:51:10,6.86,3.21,1.56
2020-09-08 10:59:22,6.94,3.92,2.48
2020-09-08 11:03:50,6.69,4.85,2.93
2020-09-08 11:06:17,5.27,4.72,1.25
2020-09-08 11:06:40,6.85,4.57,2.95
2020-09-08 11:07:09,5.22,3.4,2.24
2020-09-08 11:08:29,6.11,4.82,1.38
2020-09-08 11:10:02,5.22,4.57,2.32
2020-09-08 11:21:17,5.14,4.55,1.29
2020-09-08 11:27:37,5.9,3.25,2.12
2020-09-08 11:28:44,5.24,3.3,2.35
2020-09-08 11:41:03,5.31,4.78,1.61
2020-09-08 11:47:18,5.17,3.97,2.19
2020-09-08 11:54:37,5.1,4.76,1.26
2020-09-08 11:56:58,5.54,3.32,1.97
2020-09-08 12:20:12,5.47,4.02,1.93
2020-09-08 12:30:19,5.93,3.81,2.35
2020-09-08 12:42:18,6.7,4.24,1.27
2020-09-08 12:44:31,6.18,3.99,2.03
2020-09-08 12:54:39,5.56,3.19,1.08
2020-09-08 13:02:47,6.84,4.31,2.67
2020-09-08 13:10:41,6.65,3.04,1.21
2020-09-08 13:10:49,6.91,3.26,1.48
2020-09-08 13:15:16,5.1,4.66,1.62
2020-09-08 13:15:44,5.17,4.25,2.56
2020-09-08 13:33:04,5.31,3.57,1.88
2020-09-08 13:48:15,6.74,3.03,1.57
2020-09-08 13:52:58,6.55,3.23,1.72
2020-09-08 14:10:44,6.44,4.99,1.95
2020-09-08 14:27:33,6.19,3.7,2.03
2020-09-08 14:36:34,5.99,4.43,1.53
2020-09-08 14:38:55,6.45,4.66,1.37
2020-09-08 14:41:13,5.7,4.45,1.34
2020-09-08 14:48:35,6.01,3.02,2.27
2020-09-08 14:49:30,5.24,4.9,1.55
2020-09-08 15:00:22,5.11,3.5,1.96
2020-09-08 15:16:47,5.81,3.14,2.5
2020-09-08 15:30:24,6.68,4.4,1.43
2020-09-08 15:39:09,5.82,4.96,2.55
2020-09-08 15:46:21,5.61,3.69,2.24
2020-09-08 15:54:13,5.85,4.38,1.01
2020-09-08 16:11:47,5.08,3.72,2.48
2020-09-08 16:12:03,6.37,4.3,1.18
2020-09-08 16:28:16,5.11,3.89,2.57
2020-09-08 16:38:02,5.32,3.19,1.59
2020-09-08 16:38:53,5.87,4.44,1.51
2020-09-08 16:39:21,5.28,3.43,1.16
2020-09-08 16:40:32,5.48,3.15,1.83
2020-09-08 16:40:36,5.24,3.26,2.24
2020-09-08 16:42:40,6.94,4.05,1.61
2020-09-08 16:51:05,5.7,3.85,2.8
2020-09-08 17:17:37,5.32,4.51,2.95
2020-09-08 17:19:38,6.46,3.5,2.6
2020-09-08 17:21:54,5.64,3.74,1.55
2020-09-08 17:22:01,5.75,4.7,1.32
2020-09-08 17:37:33,6.74,4.43,2.68
2020-09-08 17:40:49,6.0,3.87,2.61
2020-09-08 17:48:02,6.28,4.92,1.19
2020-09-08 17:48:38,5.63,3.8,2.39
2020-09-08 17:51:11,5.54,3.49,1.73
2020-09-08 17:51:59,5.5,4.32,1.28
2020-09-08 18:07:02,5.65,4.53,2.95
2020-09-08 18:09:46,5.83,3.8,1.1
2020-09-08 18:21:25,5.32,3.8,1.93
2020-09-08 18:23:22,5.7,4.75,1.62
2020-09-08 18:28:21,6.13,4.12,1.01
2020-09-08 18:35:05,5.38,4.84,1.54
2020-09-08 18:37:50,5.71,3.84,1.31
2020-09-08 18:57:34,5.99,4.6,1.15
2020-09-08 19:02:07,5.07,3.42,1.17
2020-09-08 19:26:06,5.47,3.98,1.53
2020-09-08 20:01:02,6.02,3.64,1.52
2020-09-08 20:20:41,5.56,4.8,2.02
2020-09-08 20:22:06,6.55,3.32,1.34
2020-09-08 20:22:11,5.37,4.26,1.02
2020-09-08 20:26:17,5.07,4.27,2.11
2020-09-08 20:33:08,5.19,4.66,1.61
2020-09-08 20:33:50,6.42,4.21,2.95
2020-09-08 20:36:46,5.86,4.83,1.72
2020-09-08 20:42:49,6.2,3.32,1.27
2020-09-08 20:54:12,6.25,3.79,2.24
2020-09-08 20:55:39,6.84,4.24,1.04
2020-09-08 20:56:18,5.18,4.75,2.41
2020-09-08 21:10:13,5.08,3.31,1.24
2020-09-08 21:25:55,5.67,4.35,2.88
2020-09-08 21:29:17,5.11,3.43,1.69
2020-09-08 21:29:26,5.17,4.85,1.32
2020-09-08 21:40:51,6.92,4.26,1.82
2020-09-08 21:41:01,5.81,3.55,2.82
2020-09-08 21:51:23,6.47,3.2,1.03
2020-09-08 22:04:48,6.23,4.44,1.84
2020-09-08 22:05:03,5.18,4.52,1.92
2020-09-08 22:10:11,6.49,4.03,1.46
2020-09-08 22:15:29,6.92,4.42,1.26
2020-09-08 22:16:36,6.58,4.78,1.71
2020-09-08 22:17:44,5.8,3.38,2.39
2020-09-08 22:24:38,5.17,3.56,2.64
2020-09-08 22:30:50,5.87,4.62,1.17
2020-09-08 22:50:35,5.7,3.08,1.95
2020-09-08 22:50:45,6.29,3.48,1.35
2020-09-08 23:12:37,5.03,3.02,1.1
2020-09-08 23:16:20,5.87,3.57,1.7
2020-09-08 23:18:39,5.82,3.5,1.19
2020-09-08 23:21:49,5.13,4.75,1.85
2020-09-08 23:41:15,5.94,3.71,2.54
2020-09-08 23:41:22,5.41,3.67,2.35
2020-09-08 23:41:50,6.45,4.78,3.0
2020-09-08 23:45:22,5.26,3.16,1.33
2020-09-08 23:50:00,5.49,4.89,2.25
2020-09-08 23:59:54,5.07,4.55,2.16
